,game_name,app_header,seller,raiting_in_category,from_age,raiting,game_price,raiting_amount,offers,size_app,age_raiting1,age_rating2,age_rating3,age_rating4,age_rating5,age_raiting6
114,1945 - Airplane shooting games,Classic arcade shooting game,ONESOFT GLOBAL PTE. LTD.,#96 in Action,12+,4.8,Free,312.1K Ratings,Offers In-App Purchases,310.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes,,,
115,Plug for Terraria,,Innovative Developers LTD,#87 in Adventure,4+,4.3,$6.99,2K Ratings,,2.5 MB,,,,,,
116,Streets of Rage 4,Streets of Rage is back‪!‬,Playdigious,#37 in Adventure,12+,4.8,Free,1.1K Ratings,Offers In-App Purchases,1.7 GB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,,,,
117,Night Skate,A retro skateboard adventure,ODD ANIMAL LLC,#15 in Sports,4+,4.8,Free,170 Ratings,Offers In-App Purchases,159.6 MB,,,,,,
118,Smash Hit,Smash through obstacles,Mediocre AB,#97 in Action,4+,4.6,Free,95K Ratings,Offers In-App Purchases,95 MB,,,,,,
119,Bully: Anniversary Edition,,"Rockstar Games, Inc.",#11 in Adventure,12+,4.7,Free,8.1K Ratings,Offers In-App Purchases,2.4 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References"
120,Brawl Stars,Epic 3v3 and Battle Royale,Supercell Oy,#30 in Action,9+,4.7,$3.99,1.2M Ratings,,604.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
121,Uboat Attack,Submarine torpedo attack game,Voodoo,#71 in Action,12+,4.5,Free,53.6K Ratings,,264.7 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Simulated Gambling,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Medical/Treatment Information
122,Five Nights at Freddy's: HW,,"Steel Wool Games, Inc",#45 in Action,12+,4,Free,2.2K Ratings,,869.4 MB,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Horror/Fear Themes,,,,
123,Diablo Immortal,"Loot, Customize & Explore","Blizzard Entertainment, Inc.",#47 in Role Playing,17+,4.6,$3.99,163.5K Ratings,,3.7 GB,Infrequent/Mild Sexual Content and Nudity,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Horror/Fear Themes,
124,Zooba: Zoo Battle Royale Games,Online animal clash PvP game,Wildlife Studios Limited,#17 in Adventure,12+,4.7,Free,337.4K Ratings,,251.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Realistic Violence,,,
125,Jelly Run 2048,Fun 2048 puzzle block game,AI GAMES FZ LLC,#93 in Action,4+,4.6,Free,1.8K Ratings,Offers In-App Purchases,168.8 MB,,,,,,
126,Survivalcraft 2,Advanced Survival and Creative,Igor Kalicinski,#54 in Adventure,9+,4.2,$14.99,1.6K Ratings,,76.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,,,,
127,Subway Surfers,Join the endless running fun‪!‬,Sybo Games ApS,#3 in Action,9+,4.7,$4.99,2.4M Ratings,,262.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
128,Alien Invasion: RPG Idle Space,Spider evolution alien games‪!‬,MULTICAST GAMES LIMITED,#16 in Role Playing,12+,4.8,Free,5.9K Ratings,Offers In-App Purchases,261.5 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
129,Hyper Light Drifter,Explore a mysterious world,Abylight SL,#67 in Adventure,12+,4.9,Free,5.4K Ratings,Offers In-App Purchases,852.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,,,
130,Call of Duty®: Mobile,"Battle Royale, Sniper, 5v5","Activision Publishing, Inc.",#4 in Action,17+,4.7,Free,1.6M Ratings,Offers In-App Purchases,2.8 GB,Frequent/Intense Realistic Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,,
131,The Binding of Isaac: Rebirth,,"Nicalis, Inc.",#16 in Role Playing,17+,4.6,$0.99,3.1K Ratings,,395.5 MB,Infrequent/Mild Simulated Gambling,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Horror/Fear Themes,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity
132,Call of Duty®: Mobile,"Battle Royale, Sniper, 5v5","Activision Publishing, Inc.",#4 in Action,17+,4.7,$5.99,1.6M Ratings,,2.8 GB,Frequent/Intense Realistic Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Profanity or Crude Humor,,
133,The Binding of Isaac: Rebirth,,"Nicalis, Inc.",#16 in Role Playing,17+,4.6,$1.99,3.1K Ratings,Offers In-App Purchases,395.5 MB,Infrequent/Mild Simulated Gambling,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Horror/Fear Themes,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity
134,Alto's Adventure,A serene snowboarding odyssey,Snowman,#4 in Sports,9+,4.6,Free,1.9K Ratings,Offers In-App Purchases,234.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
135,Twerk Race 3D — Fun Run Game,Dance runner & Twerking battle,Freeplay LLC,#66 in Action,12+,4.5,$4.99,51.4K Ratings,,233.4 MB,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Realistic Violence,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Simulated Gambling
136,Sword Play! Ninja Slice Runner,Stylish dash & cut action game,AI GAMES FZ LLC,#62 in Action,12+,4.7,$2.99,166.3K Ratings,Offers In-App Purchases,116.8 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
137,Goose Goose Duck,Social Deduction among Geese,"Gaggle Studios, Inc.",#21 in Strategy,12+,4.6,$2.99,2.3K Ratings,,882.8 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
138,Tank Hero,,Clapfoot Inc,#37 in Casual,9+,4.6,Free,1.1K Ratings,Offers In-App Purchases,16.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
139,ScourgeBringer,Fastpaced roguelite platformer,Plug In Digital,#42 in Adventure,9+,4.9,$1.99,207 Ratings,,160.6 MB,Infrequent/Mild Profanity or Crude Humor,,,,,
140,Kingdom Rush Frontiers TD,Challenging Tower Defense,Ironhide S.A.,#19 in Action,9+,4.9,Free,11.7K Ratings,Offers In-App Purchases,178.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
141,Fruit Ninja‪®‬,Slice up a juicy storm‪!‬,Halfbrick,#67 in Action,4+,4.7,$0.99,176.7K Ratings,Offers In-App Purchases,269.2 MB,,,,,,
142,Carnivores: Ice Age Pro,,"Tatem Games, private company",#78 in Simulation,12+,4.6,Free,266 Ratings,Offers In-App Purchases,424.5 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Horror/Fear Themes,,,,
143,Alto's Odyssey,Discover the endless desert,Snowman,#5 in Sports,9+,4.4,$1.99,2.8K Ratings,Offers In-App Purchases,218.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
144,Ultimate Custom Night,,CLICKTEAM L.L.C.,#15 in Action,12+,4.6,$6.99,3.9K Ratings,Offers In-App Purchases,180.5 MB,Frequent/Intense Horror/Fear Themes,Frequent/Intense Cartoon or Fantasy Violence,,,,
145,METAL SLUG 3,,SNK CORPORATION,#21 in Casual,9+,3.5,$0.99,817 Ratings,Offers In-App Purchases,155.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
146,Spider Fighter 2,Action game: Street Fighting,Starplay DMCC,#84 in Action,12+,4.7,Free,16.2K Ratings,Offers In-App Purchases,283.3 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
147,Kepler Attack,Arcade Space Shooter,RED SPRITE STUDIOS PTY LTD,#35 in Casual,4+,4.5,Free,674 Ratings,Offers In-App Purchases,48.2 MB,,,,,,
148,Bike Race Pro: Motor Racing,Top Fun Driving Games,Top Free Games,#10 in Racing,4+,4.8,$6.99,6.4K Ratings,,165.9 MB,,,,,,
149,Jetpack Joyride,The best endless running game‪!‬,Halfbrick,#65 in Action,9+,4.7,$0.99,80.5K Ratings,,305.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
150,Arcadia - Arcade Watch Games,Retro 8-bit Game Collection,Raffaele D'Amato,#2 in Casual,4+,4.8,$7.99,6.8K Ratings,,36.4 MB,,,,,,
151,Rovio Classics: AB,The classic is back‪!‬,Rovio Entertainment Oyj,#1 in Puzzle,4+,4.8,Free,23.7K Ratings,,232.4 MB,,,,,,
152,ShellShock Live,Multiplayer Tanks,"KChamp Games, Inc.",#63 in Strategy,9+,4,Free,58 Ratings,,425.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
153,Soccer Super Star,Play top soccer games,SIMFACE LIMITED,#1 in Sports,4+,4.6,Free,44.7K Ratings,Offers In-App Purchases,296.5 MB,,,,,,
154,BADLAND,Award-winning action adventure,HypeHype Oy,#68 in Adventure,9+,4.7,$6.99,1.5K Ratings,,235.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
155,Roblox,Join Millions of Experiences,Roblox Corporation,#1 in Action,12+,4.5,$0.99,8.5M Ratings,,272.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
156,Survivor!.io,Survive the fun‪!‬,HABBY PTE. LTD.,#2 in Action,4+,4.8,$7.99,110.1K Ratings,,298.1 MB,,,,,,
157,Number Master: Run and merge,,KAYAC Inc.,#36 in Action,4+,4.4,Free,2.2K Ratings,,125.3 MB,,,,,,
158,GTA: Liberty City Stories,,"Rockstar Games, Inc.",#30 in Adventure,17+,4.4,Free,5.8K Ratings,Offers In-App Purchases,2 GB,Infrequent/Mild Sexual Content and Nudity,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Profanity or Crude Humor,Frequent/Intense Realistic Violence,Frequent/Intense Mature/Suggestive Themes,
159,HAAK,Metroidvania x Wasteland World,ZhiXiong Huang,#58 in Adventure,12+,4.7,Free,19 Ratings,Offers In-App Purchases,513.4 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Cartoon or Fantasy Violence,,,,
160,Street Dude - Homeless Empire,Become the boss of the city‪!‬,SayGames LTD,#46 in Role Playing,4+,4.6,Free,1.7K Ratings,Offers In-App Purchases,879.6 MB,,,,,,
161,Hungry Shark Evolution,Offline Sharks Action Game,Ubisoft,#95 in Action,12+,4.7,$19.99,155.1K Ratings,Offers In-App Purchases,397.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Profanity or Crude Humor,,,
162,Stumble Guys,Fun multiplayer knockout game,Kitka Games Oy,#11 in Action,9+,4.3,$2.99,139.1K Ratings,,203.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
163,DRAGON BALL LEGENDS,Anime Action RPG,Bandai Namco Entertainment Inc.,#24 in Role Playing,12+,4.8,$9.99,587.6K Ratings,Offers In-App Purchases,354.5 MB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
164,Haunt the House: Terrortown,,SFB Games Ltd.,#52 in Puzzle,9+,4.8,Free,1K Ratings,Offers In-App Purchases,192.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,,,,
165,Max Payne Mobile,,"Rockstar Games, Inc.",#5 in Casual,17+,4.4,$1.99,751 Ratings,,1.8 GB,Frequent/Intense Mature/Suggestive Themes,Infrequent/Mild Sexual Content and Nudity,Frequent/Intense Cartoon or Fantasy Violence,"Frequent/Intense Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Realistic Violence,Frequent/Intense Profanity or Crude Humor
166,Wreckfest,,www.handy-games.com GmbH,#6 in Racing,9+,4.3,Free,197 Ratings,Offers In-App Purchases,1.5 GB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
167,NBA 2K Mobile Basketball Game,Build your NBA fantasy world,2K Sports,#8 in Sports,4+,4.8,Free,1.1M Ratings,Offers In-App Purchases,2.1 GB,,,,,,
168,Fish in a Watch,,Viktor Hesselbom,#12 in Casual,9+,3.4,$0.99,18 Ratings,,25.7 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
169,Plants vs. Zombies‪™‬,The zombies are coming‪!‬,EA Swiss Sarl,#51 in Action,9+,4.8,$0.99,594.9K Ratings,Offers In-App Purchases,184.5 MB,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Cartoon or Fantasy Violence,,,,
170,Sonic at the Olympic Games‪.‬,Tokyo 2020,Sega America,#10 in Sports,4+,4.1,Free,33 Ratings,Offers In-App Purchases,704.2 MB,,,,,,
171,Worms 2: Armageddon,,Team17 Digital Limited,#70 in Strategy,12+,3.8,Free,119 Ratings,Offers In-App Purchases,530 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
172,Crowd Evolution‪!‬,Grow & evolve your crowd‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,#3 in Strategy,12+,4.3,Free,52K Ratings,Offers In-App Purchases,246.6 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
173,DungeonSquad,,GameCoaster,#37 in Role Playing,12+,4.8,Free,191 Ratings,Offers In-App Purchases,1.1 GB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Sexual Content and Nudity,,,
174,Smash Runner‪!‬,Get bigger to smash'em all‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,#52 in Action,12+,4.6,Free,11.4K Ratings,,334.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
175,Pixel Gun 3D: Online Shooter,"Battle Royale, Shooting Games",Cubic Games Ltd,#53 in Action,12+,4.8,Free,804.9K Ratings,Offers In-App Purchases,750.8 MB,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Realistic Violence,Frequent/Intense Cartoon or Fantasy Violence,,,
176,Ping Pong - Watch Retro Game,classic retro game,Briegers GbR,#50 in Action,4+,4.5,Free,4.5K Ratings,Offers In-App Purchases,49.7 MB,,,,,,
177,Hungry Shark World,"ENDLESS HUNT, EAT TO SURVIVE",Ubisoft,#94 in Action,12+,4.8,Free,467.8K Ratings,Offers In-App Purchases,303.1 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
178,Snake.io - Fun Online Slither,New Battle Royale Snake Games,Kooapps,#11 in Strategy,4+,4.6,Free,135.4K Ratings,Offers In-App Purchases,254.5 MB,,,,,,
179,Going Balls,How far can you roll the ball‪?‬,SUPERSONIC STUDIOS LTD,#10 in Action,12+,4.6,$2.99,81.3K Ratings,,523.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
180,Tomb of the Mask,Traps-filled labyrinth,Playgendary Limited,#12 in Action,12+,4.7,$3.99,1.2M Ratings,Offers In-App Purchases,210.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,,,,
181,Hide 'N Seek‪!‬,Find or be found. Up to you‪!‬,SUPERSONIC STUDIOS LTD,#33 in Action,12+,4.6,$3.99,413K Ratings,Offers In-App Purchases,299.4 MB,Frequent/Intense Cartoon or Fantasy Violence,,,,,
182,Five Nights at Freddy's: SL,There was never just one,CLICKTEAM L.L.C.,#13 in Action,12+,4.4,$2.99,9.5K Ratings,,313.6 MB,Frequent/Intense Cartoon or Fantasy Violence,Frequent/Intense Horror/Fear Themes,,,,
183,Construction Simulator 3,Construction goes Europe‪!‬,astragon Entertainment GmbH,#71 in Simulation,4+,4.5,$4.99,978 Ratings,Offers In-App Purchases,1.7 GB,,,,,,
184,Construction Simulator 3,Construction goes Europe‪!‬,astragon Entertainment GmbH,#69 in Simulation,4+,4.5,$2.99,978 Ratings,,1.7 GB,,,,,,
185,Kingdom Rush Vengeance TD Game,Tower Defense & Army Battles,Ironhide S.A.,#18 in Action,9+,4.8,Free,34.7K Ratings,Offers In-App Purchases,880.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
186,Kingdom Rush Vengeance TD Game,Tower Defense & Army Battles,Ironhide S.A.,#17 in Action,9+,4.8,$4.99,34.7K Ratings,Offers In-App Purchases,880.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
187,Stack Ball 3D,Blast through the tile tower‪!‬,AZUR INTERACTIVE GAMES LIMITED,#20 in Action,4+,4.7,Free,684.2K Ratings,Offers In-App Purchases,157.8 MB,,,,,,
188,LEGO Batman: DC Super Heroes,,Warner Bros. Entertainment,#41 in Adventure,9+,4,Free,3.5K Ratings,Offers In-App Purchases,1.1 GB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
189,Count Masters: Crowd Runner 3D,City takeover running games,Freeplay LLC,#9 in Action,12+,4.5,Free,371.8K Ratings,Offers In-App Purchases,186.7 MB,Infrequent/Mild Profanity or Crude Humor,Infrequent/Mild Medical/Treatment Information,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Simulated Gambling
190,Sniper 3D: Gun Shooting Games,Assassin combat killing game,Fun Games For Free,#13 in Action,17+,4.8,$1.99,2.8M Ratings,Offers In-App Purchases,401.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Frequent/Intense Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Mature/Suggestive Themes,,
191,Critical Strike CS: Online FPS,Multiplayer Gun Shooting PvP,VERTIGOGAMES OU,#18 in Adventure,17+,4.6,Free,13.5K Ratings,,900.2 MB,Frequent/Intense Mature/Suggestive Themes,Frequent/Intense Realistic Violence,,,,
192,Fruit Ninja Classic,The hit fruit slicing game,Halfbrick,#20 in Casual,4+,4.1,Free,1.3K Ratings,,103.7 MB,,,,,,
193,Door Kickers,,KILLHOUSE GAMES SRL,#68 in Strategy,12+,4.9,Free,1.7K Ratings,Offers In-App Purchases,999.1 MB,Infrequent/Mild Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Mature/Suggestive Themes,,,
194,Dead Cells,Kill. Die. Learn. Repeat‪.‬,Playdigious,#7 in Role Playing,12+,4.8,$2.99,8.2K Ratings,,1.4 GB,Frequent/Intense Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,,,,
195,Sonic Dash Endless Runner Game,Run & Jump SEGA Running Games,Sega America,#68 in Action,4+,4.7,$0.99,334.9K Ratings,,531.5 MB,,,,,,
196,Castlevania: SotN,Symphony of the Night,"Konami Digital Entertainment Co., Ltd.",#29 in Adventure,4+,3.9,$0.99,1.5K Ratings,Offers In-App Purchases,341.7 MB,,,,,,
197,Unsolved: Hidden Mystery Games,Choose your case & find clues,Artifex Mundi S.A.,#88 in Adventure,12+,4.5,Free,4K Ratings,,370.9 MB,Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,,
198,Grand Theft Auto V: The Manual,,"Rockstar Games, Inc.",#72 in Adventure,17+,3.8,Free,4.4K Ratings,Offers In-App Purchases,283.4 MB,Frequent/Intense Mature/Suggestive Themes,Frequent/Intense Profanity or Crude Humor,"Frequent/Intense Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Sexual Content and Nudity,Frequent/Intense Realistic Violence,Infrequent/Mild Cartoon or Fantasy Violence
199,Murder in Alps: Hidden Mystery,Hidden Objects Crime Adventure,Nordcurrent UAB,#83 in Adventure,12+,4.3,Free,94K Ratings,,145.3 MB,Infrequent/Mild Realistic Violence,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Infrequent/Mild Horror/Fear Themes,,,
200,Poppy Playtime Chapter 1,,"EnchantedMob, Inc.",#3 in Puzzle,12+,4.6,$2.99,4.9K Ratings,,1.4 GB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Profanity or Crude Humor,Frequent/Intense Horror/Fear Themes,Infrequent/Mild Realistic Violence,Infrequent/Mild Mature/Suggestive Themes,
201,There Is No Game: WD,Wrong Dimension,Draw Me A Pixel,#30 in Puzzle,4+,4.7,$4.99,939 Ratings,,719.1 MB,,,,,,
202,Rec Room: Play with Friends,"Chat & Build, Online VR Game",Rec Room Inc,#10 in Adventure,9+,4.8,Free,510.2K Ratings,Offers In-App Purchases,2.7 GB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
203,60 Seconds! Reatomized,,Robot Gentleman sp. z o.o.,#15 in Adventure,12+,4.2,$3.99,10 Ratings,,715.6 MB,Infrequent/Mild Mature/Suggestive Themes,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,Infrequent/Mild Medical/Treatment Information,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",
204,Raft Survival: Multiplayer,Survive with friends online,TREASTONE LTD,#32 in Adventure,9+,4.5,Free,10.8K Ratings,Offers In-App Purchases,249.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,,,,
205,Raft Survival - Ocean Nomad,Open World Survivor Simulator,TREASTONE LTD,#27 in Adventure,9+,4.7,Free,195.9K Ratings,Offers In-App Purchases,379.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
206,Raft Survival - Ocean Nomad,Open World Survivor Simulator,TREASTONE LTD,#27 in Adventure,9+,4.7,Free,195.9K Ratings,Offers In-App Purchases,379.2 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
207,Alien: Isolation,Run. Hide. Survive‪.‬,Feral Interactive Ltd,#78 in Adventure,17+,4.6,Free,275 Ratings,Offers In-App Purchases,2 GB,Frequent/Intense Profanity or Crude Humor,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",Frequent/Intense Realistic Violence,Frequent/Intense Horror/Fear Themes,Infrequent/Mild Mature/Suggestive Themes,
208,Bullet Echo,Online team&battle game. Shoot,ZeptoLab UK Limited,#90 in Adventure,17+,4.8,Free,49.8K Ratings,,256.3 MB,Frequent/Intense Realistic Violence,,,,,
209,Bullet Echo,Online team&battle game. Shoot,ZeptoLab UK Limited,#92 in Adventure,17+,4.8,Free,49.8K Ratings,,256.3 MB,Frequent/Intense Realistic Violence,,,,,
210,The House of Da Vinci,Escape The Room Hidden Mystery,"Blue Brain Games, s.r.o.",#21 in Puzzle,9+,4.8,$4.99,22.7K Ratings,,1 GB,Infrequent/Mild Horror/Fear Themes,,,,,
211,Castle of Illusion,Starring Mickey Mouse,"Disney Electronic Content, Inc.",#35 in Role Playing,9+,4,$4.99,2.4K Ratings,,558.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,,,,,
212,Shattered Pixel Dungeon,Roguelike Dungeon Crawler,Evan Debenham,#29 in Role Playing,9+,4.9,$3.99,1.2K Ratings,,125.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Horror/Fear Themes,,,,
